id,name,brand,seoToken,variantDataIds,stockIndicator,url,size
949385350_949411720,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-oatmeal,"['949411810', '949411900', '949411990', '949412080', '949412170', '949412260']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984875230_984873610,Linen Classic Fit Shirt in Cognac,French Connection,french-connection-linen-classic-fit-shirt-in-cognac,"['984873700', '984873970']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
968053510_968035690,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-blue-968053510-968035690-1,"['968035690', '968035780', '968036140']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
951031810,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-gren,['951031270'],InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
968053510_968035150,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-rose,"['968035150', '968035240', '968035330', '968035420', '968035510', '968035600']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
949385350_949406950,Linen Classic Fit Shirt in Brown,French Connection,french-connection-linen-classic-fit-shirt-in-brown,"['949407130', '949407220', '949407310']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-khaki,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
980247790,Blackwatch Shirt Jacket in Multi,Tommy Hilfiger,tommy-hilfiger-blackwatch-shirt-jacket-in-multi,"['980206030', '980206120', '980206210', '980206300', '980206390']",InStock,https://www.myer.com.au/p/tommy-hilfiger-blackwatch-shirt-jacket-in-multi,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
939962170,The Tennyson Linen Shirt Washed Blue,Industrie,industrie-the-tennyson-linen-shirt-washed-blue,"['939921850', '939921940', '939922030', '939922210', '939922300']",InStock,https://www.myer.com.au/p/industrie-the-tennyson-linen-shirt-washed-blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
980280460,Relaxed Flannel Shirt in White Check,Tommy Jeans,tommy-jeans-relaxed-flannel-shirt-in-white-check,"['980263270', '980263360', '980263450', '980263540']",InStock,https://www.myer.com.au/p/tommy-jeans-relaxed-flannel-shirt-in-white-check,"['XS', 'S', 'M', 'L', 'XL']"
815344390_815324680,Marbella Linen Short Sleeve Shirt in Pink,MJ Bale,mj-bale-mj-bale-marbella-linen-ss-shirt,"['815324680', '815324860', '815324950', '815325040']",InStock,https://www.myer.com.au/p/mj-bale-mj-bale-marbella-linen-ss-shirt-815344390-815325940-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
815344390_815325310,Marbella Linen SS Shirt,MJ Bale,mj-bale-mj-bale-marbella-linen-ss-shirt-815344390-815325310-1,"['815325310', '815325400', '815325490', '815325580', '815325670', '815325760', '815325850']",InStock,https://www.myer.com.au/p/mj-bale-mj-bale-marbella-linen-ss-shirt-815344390-815325940-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
815344390_815325940,Marbella Linen Short Sleeve Shirt in White,MJ Bale,mj-bale-mj-bale-marbella-linen-ss-shirt-815344390-815325940-1,"['815325940', '815326030', '815326120', '815326210', '815326300', '815326390', '815326480']",InStock,https://www.myer.com.au/p/mj-bale-mj-bale-marbella-linen-ss-shirt-815344390-815325940-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
849881800,Short Sleeve Oxford Shirt Blue,Lacoste,lacoste-short-sleve-oxford-shirt-blue,"['849887740', '849887830', '849887920', '849888010']",InStock,https://www.myer.com.au/p/lacoste-short-sleve-oxford-shirt-blue,"['S', 'M', 'L', 'XL', 'XXL']"
954334180_954326080,Linen Classic Fit Shirt In Raspberry Melange,French Connection,french-connection-linen-classic-fit-shirt-in-raspberry,"['954326170', '954326260', '954326350', '954326440', '954326530']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
990505270_990500950,Linen Classic Fit Shirt in Green,French Connection,french-connection-linen-classic-fit-shirt-in-green,"['990500950', '990501040', '990501130', '990501220', '990501310']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984875230_984874150,Linen Classic Fit Shirt in Blue,French Connection,french-connection-linen-classic-fit-shirt-in-blue-984875230-984874150-1,"['984874240', '984874330', '984874420', '984874510', '984874600']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
951061240,Linen Classic Fit Shirt In Black,French Connection,french-connection-linen-classic-fit-shirt-in-black,"['951060700', '951060790', '951060880', '951060970', '951061060']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
949385350_949408120,Linen Classic Fit Shirt in Marine Blue,French Connection,french-connection-linen-classic-fit-shirt-in-marine-blue,"['949408210', '949408300', '949408390', '949408480', '949408570']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
950544370,Linen Classic Fit Shirt In Blue,French Connection,french-connection-linen-classic-fit-shirt-in-blue-950544370-1,"['950543830', '950543920', '950544010', '950544100', '950544190']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
952608790,Linen Classic Fit Shirt in White,French Connection,french-connection-linen-classic-fit-shirt-in-white-952608790-1,"['952608250', '952608340', '952608430', '952608520', '952608610']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
990505270_990501490,Linen Classic Fit Shirt in Tan,French Connection,french-connection-linen-classic-fit-shirt-in-tan,"['990501490', '990501580', '990501670', '990501760', '990501850']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
954334180_954326620,Linen Classic Fit Shirt in Oatmeal,French Connection,french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['954326710', '954326800', '954326890', '954326980', '954327070']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
911230480,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-khaki,"['911228950', '911229040', '911229130', '911229220', '911229310', '911229400']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
949385350_949411720,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-oatmeal,"['949411810', '949411900', '949411990', '949412080', '949412170', '949412260']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984875230_984873610,Linen Classic Fit Shirt in Cognac,French Connection,french-connection-linen-classic-fit-shirt-in-cognac,"['984873700', '984873970']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
968053510_968035690,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-blue-968053510-968035690-1,"['968035690', '968035780', '968036140']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
951031810,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-gren,['951031270'],InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
968053510_968035150,Linen Classic Fit Shirt,French Connection,french-connection-linen-classic-fit-shirt-in-rose,"['968035150', '968035240', '968035330', '968035420', '968035510', '968035600']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
949385350_949406950,Linen Classic Fit Shirt in Brown,French Connection,french-connection-linen-classic-fit-shirt-in-brown,"['949407130', '949407220', '949407310']",InStock,https://www.myer.com.au/p/french-connection-linen-classic-fit-shirt-in-oatmeal-954334180-954326620-1,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
970977610,Corduroy Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-corduroy-long-sleeve-shirt-in-blue,"['970967440', '970967530', '970967620', '970967710', '970967800']",InStock,https://www.myer.com.au/p/ben-sherman-corduroy-long-sleeve-shirt-in-brown,"['S', 'M', 'L', 'XL', 'XXL']"
970978240,Corduroy Long Sleeve Shirt in Brown,Ben Sherman,ben-sherman-corduroy-long-sleeve-shirt-in-brown,"['970970590', '970970680', '970970770', '970970860']",InStock,https://www.myer.com.au/p/ben-sherman-corduroy-long-sleeve-shirt-in-brown,"['S', 'M', 'L', 'XL', 'XXL']"
974190160,Oxford Stripe Banker Long Sleeve Shirt in Beige,Gant,gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['974172790', '974172880', '974172970', '974173060']",InStock,https://www.myer.com.au/p/gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['S', 'M', 'L', 'XL', 'XXL']"
848977570,Regular Oxford Banker Broadcloth Long Sleeve Shirt in Blue,Gant,gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['848965510', '848965600', '848965690', '848965780', '848965870']",InStock,https://www.myer.com.au/p/gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['S', 'M', 'L', 'XL', 'XXL']"
992479510,The Oxford Banker Regular Button Down in Pink,Gant,gant-the-oxford-banker-regular-button-down-in-pink,"['993674260', '993674350', '993674440', '993674530', '993674620', '993674710', '993674800']",InStock,https://www.myer.com.au/p/gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['S', 'M', 'L', 'XL', 'XXL']"
813730870,Classic Fit Cotton Sport Shirt,Polo Ralph Lauren,polo-ralph-lauren-classic-fit-cotton-sport-shirt-813730870-1,"['813661300', '813661390', '813661480', '813661570', '813661660', '813661750']",InStock,https://www.myer.com.au/p/polo-ralph-lauren-classic-fit-cotton-sport-shirt,"['XXXL', 'XS', 'S', 'M', 'L', 'XL', 'XXL']"
815391100,Classic Fit Cotton Sport Shirt,Polo Ralph Lauren,polo-ralph-lauren-classic-fit-cotton-sport-shirt,"['815368600', '815368690']",InStock,https://www.myer.com.au/p/polo-ralph-lauren-classic-fit-cotton-sport-shirt,"['XXXL', 'XS', 'S', 'M', 'L', 'XL', 'XXL']"
883059130_883047250,Henry Sartorial x 100 Hands Twill Shirt Sky Blue,Henry Sartorial,henry-sartorial-henry-sartorial-x-100-hands-twill-shirt-sky-blue,"['883047250', '883047340', '883047520', '883047610', '883047700', '883047790', '883047880']",InStock,https://www.myer.com.au/p/henry-sartorial-henry-sartorial-x-100-hands-twill-shirt-sky-blue,"['38', '39', '40', '41', '42', '43', '44', '46']"
883059130_883046440,Henry Sartorial x 100 Hands Twill Shirt,Henry Sartorial,henry-sartorial-henry-sartorial-x-100-hands-twill-shirt,"['883046440', '883046530', '883046620', '883046710', '883046800', '883046890', '883046980', '883047070', '883047160']",InStock,https://www.myer.com.au/p/henry-sartorial-henry-sartorial-x-100-hands-twill-shirt-sky-blue,"['38', '39', '40', '41', '42', '43', '44', '46']"
912205900,The Tenneriffe Linen Long Sleeve Shirt In Grey,Industrie,industrie-the-tenneriffe-linen-long-sleve-shirt-in-grey,"['912179440', '912179530', '912179710', '912179800', '912179890']",InStock,https://www.myer.com.au/p/industrie-the-tenneriffe-linen-long-sleve-shirt-in-grey,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
966073510,Motion Slim Fit Shirt in Navy,Gibson,gibson-motion-slim-fit-shirt-in-navy,"['966069010', '966069100', '966069190', '966069280', '966069370', '966069460', '966069550']",InStock,https://www.myer.com.au/p/gibson-motion-slim-fit-shirt-in-navy,"['37', '38', '39', '40', '41', '42', '43', '44', '46']"
966073240_966065770,Motion Slim Fit Shirt in Brown,Gibson,gibson-motion-slim-fit-shirt-in-brown,"['966065770', '966065860', '966065950', '966066040', '966066130', '966066220', '966066310', '966066490']",InStock,https://www.myer.com.au/p/gibson-motion-slim-fit-shirt-in-blue-966073240-966064960--1,"['37', '38', '39', '40', '41', '42', '43', '44', '46']"
966073240_966064960,Motion Slim Fit Shirt in Blue,Gibson,gibson-motion-slim-fit-shirt-in-blue-966073240-966064960--1,"['966064960', '966065140', '966065230', '966065320', '966065410', '966065500', '966065680']",InStock,https://www.myer.com.au/p/gibson-motion-slim-fit-shirt-in-blue-966073240-966064960--1,"['37', '38', '39', '40', '41', '42', '43', '44', '46']"
929874700,Kettleness Overshirt in Brown,Barbour,barbour-kettleness-overshirt-in-stone,"['929878930', '929879020', '929879110', '929879200']",InStock,https://www.myer.com.au/p/barbour-kettleness-overshirt-in-stone,"['S', 'M', 'L', 'XL', 'XXL']"
800931700_800921170,Bradfield Linen Shirt,MJ Bale,mj-bale-bradfield-linen-shirt-800931700-800921170-1,"['800921170', '800921260', '800921350', '800921440', '800921530', '800921620', '800921710']",InStock,https://www.myer.com.au/p/mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
800931700_800923060,Bradfield Linen Shirt,MJ Bale,mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['800923060', '800923150', '800923240', '800923330', '800923420', '800923510', '800923600']",InStock,https://www.myer.com.au/p/mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
800931700_800922430,Bradfield Linen Shirt,MJ Bale,mj-bale-bradfield-linen-shirt-800931700-800922430-1,"['800922520', '800922610', '800922700', '800922790', '800922970']",InStock,https://www.myer.com.au/p/mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
873092710_873034300,Bradfield Linen Shirt,MJ Bale,mj-bale-mj-bale-bradfield-linen-shirt-873092710-873034300-1,['873034300'],LowStock,https://www.myer.com.au/p/mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
800931700_800920540,Bradfield Linen Shirt,MJ Bale,mj-bale-bradfield-linen-shirt-800931700-800920540-1,"['800920720', '800920810', '800920900']",InStock,https://www.myer.com.au/p/mj-bale-bradfield-linen-shirt-800931700-800923060-1,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
797155030_797140000,Thompson Shirt in White,MJ Bale,mj-bale-thompson-shirt-797155030-797140000-1,"['797140000', '797140090', '797140180', '797140270', '797140360', '797140450', '797140540', '797140630', '797140810', '797140900']",InStock,https://www.myer.com.au/p/mj-bale-thompson-shirt-797155030-797140000-1,"['37', '38', '39', '40', '41', '42', '43', '44', '46', '48', '50']"
845905060,Thompson Shirt in Navy,MJ Bale,mj-bale-bale-thompson-shirt,['845882200'],LowStock,https://www.myer.com.au/p/mj-bale-thompson-shirt-797155030-797140000-1,"['37', '38', '39', '40', '41', '42', '43', '44', '46', '48', '50']"
797149810_797088430,Quattro Egyptian Cotton Shirt,MJ Bale,mj-bale-quattro-egyptian-cotton-shirt-797149810-797088430-1,"['797088430', '797088520', '797088610', '797088700', '797088790', '797088880', '797088970']",InStock,https://www.myer.com.au/p/mj-bale-quattro-egyptian-cotton-shirt-797149810-797088430-1,"['XS', 'S', 'M', 'L', '2XL', 'XL', '3XL']"
797149810_797089060,Quattro Egyptian Cotton Shirt,MJ Bale,mj-bale-quattro-egyptian-cotton-shirt-797149810-797089060-1,"['797089150', '797089600']",LowStock,https://www.myer.com.au/p/mj-bale-quattro-egyptian-cotton-shirt-797149810-797088430-1,"['XS', 'S', 'M', 'L', '2XL', 'XL', '3XL']"
797149810_797087800,Quattro Egyptian Cotton Shirt,MJ Bale,mj-bale-quattro-egyptian-cotton-shirt-797149810-797087800-1,"['797087890', '797088160', '797088340']",InStock,https://www.myer.com.au/p/mj-bale-quattro-egyptian-cotton-shirt-797149810-797088430-1,"['XS', 'S', 'M', 'L', '2XL', 'XL', '3XL']"
797149810_797087170,Quattro Egyptian Cotton Shirt,MJ Bale,mj-bale-quattro-egyptian-cotton-shirt,"['797087440', '797087530', '797087710']",InStock,https://www.myer.com.au/p/mj-bale-quattro-egyptian-cotton-shirt-797149810-797088430-1,"['XS', 'S', 'M', 'L', '2XL', 'XL', '3XL']"
992478790,The Broadcloth Slim Button Down in Blue,Gant,gant-the-broadcloth-slim-button-down-in-blue,"['993641950', '993642040', '993642130', '993642220', '993642310', '993642400']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-white,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
992478970,The Broadcloth Slim Button Down in White,Gant,gant-the-broadcloth-slim-button-down-in-white,"['993643300', '993643390', '993643480', '993643570', '993643660', '993643750']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-white,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
992478880,The Broadcloth Slim Button Down in Black,Gant,gant-the-broadcloth-slim-button-down-in-black,"['993642580', '993642670', '993642760', '993642850', '993642940']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-white,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
967619260,Byers Slim Shirt in Blue,yd.,yd-byers-slim-shirt-in-blue,"['967597660', '967597750', '967597840', '967597930', '967598020', '967598110']",InStock,https://www.myer.com.au/p/yd-byers-slim-shirt-in-blue,"['2XS', 'XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
813730870,Classic Fit Cotton Sport Shirt,Polo Ralph Lauren,polo-ralph-lauren-classic-fit-cotton-sport-shirt-813730870-1,"['813661300', '813661390', '813661480', '813661570', '813661660', '813661750']",InStock,https://www.myer.com.au/p/polo-ralph-lauren-classic-fit-cotton-sport-shirt-813730870-1,"['XXXL', 'XS', 'S', 'M', 'L', 'XL', 'XXL']"
815391100,Classic Fit Cotton Sport Shirt,Polo Ralph Lauren,polo-ralph-lauren-classic-fit-cotton-sport-shirt,"['815368600', '815368690']",InStock,https://www.myer.com.au/p/polo-ralph-lauren-classic-fit-cotton-sport-shirt-813730870-1,"['XXXL', 'XS', 'S', 'M', 'L', 'XL', 'XXL']"
894340720,Long Sleeve Regular Fit Oxford Shirt Nidus,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['894339460', '894339550', '894339640', '894339730']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['38', '40', '42', '44', '46']"
894340540,Long Sleeve Regular Fit Oxford Shirt White,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-white,"['894338560', '894338650', '894338740', '894338830']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['38', '40', '42', '44', '46']"
894340630,Long Sleeve Regular Fit Oxford Shirt Overview,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['894339010', '894339100', '894339190', '894339280']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['38', '40', '42', '44', '46']"
894340720,Long Sleeve Regular Fit Oxford Shirt Nidus,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['894339460', '894339550', '894339640', '894339730']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-white,"['38', '40', '42', '44', '46']"
894340540,Long Sleeve Regular Fit Oxford Shirt White,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-white,"['894338560', '894338650', '894338740', '894338830']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-white,"['38', '40', '42', '44', '46']"
894340630,Long Sleeve Regular Fit Oxford Shirt Overview,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['894339010', '894339100', '894339190', '894339280']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-white,"['38', '40', '42', '44', '46']"
894340720,Long Sleeve Regular Fit Oxford Shirt Nidus,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['894339460', '894339550', '894339640', '894339730']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['38', '40', '42', '44', '46']"
894340540,Long Sleeve Regular Fit Oxford Shirt White,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-white,"['894338560', '894338650', '894338740', '894338830']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['38', '40', '42', '44', '46']"
894340630,Long Sleeve Regular Fit Oxford Shirt Overview,Lacoste,lacoste-long-sleve-regular-fit-oxford-shirt-overview,"['894339010', '894339100', '894339190', '894339280']",InStock,https://www.myer.com.au/p/lacoste-long-sleve-regular-fit-oxford-shirt-nidus,"['38', '40', '42', '44', '46']"
942730030,Ezekiel Viscose Shirt in White,yd.,yd-ezekiel-viscose-shirt-in-white,"['942612490', '942612580', '942612670', '942612760', '942612850', '942612940']",InStock,https://www.myer.com.au/p/yd-ezekiel-viscose-shirt-in-white,"['2XS', 'XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
942732910,Mclean Viscose Blend Shirt in Beige,yd.,yd-mclean-viscose-blend-shirt-in-beige,"['942635440', '942635530', '942635620', '942635710', '942635800', '942635890']",InStock,https://www.myer.com.au/p/yd-mclean-viscose-blend-shirt-in-beige,"['2XS', 'XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']"
974190160,Oxford Stripe Banker Long Sleeve Shirt in Beige,Gant,gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['974172790', '974172880', '974172970', '974173060']",InStock,https://www.myer.com.au/p/gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
848977570,Regular Oxford Banker Broadcloth Long Sleeve Shirt in Blue,Gant,gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['848965510', '848965600', '848965690', '848965780', '848965870']",InStock,https://www.myer.com.au/p/gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
992479510,The Oxford Banker Regular Button Down in Pink,Gant,gant-the-oxford-banker-regular-button-down-in-pink,"['993674260', '993674350', '993674440', '993674530', '993674620', '993674710', '993674800']",InStock,https://www.myer.com.au/p/gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
872652430,Oxford 3 Tailord Shirt Navy,Barbour,barbour-oxford-3-tailord-shirt-navy,"['872658010', '872658100', '872658190', '872658280', '872658370']",InStock,https://www.myer.com.au/p/barbour-oxford-3-tailord-shirt-white,"['S', 'M', 'L', 'XL', 'XXL']"
872652520,Oxford 3 Tailord Shirt Green,Barbour,barbour-oxford-3-tailord-shirt-gren,"['872658640', '872658730', '872658820']",InStock,https://www.myer.com.au/p/barbour-oxford-3-tailord-shirt-white,"['S', 'M', 'L', 'XL', 'XXL']"
872652250,Oxford 3 Tailord Shirt White,Barbour,barbour-oxford-3-tailord-shirt-white,"['872657110', '872657200', '872657290', '872657380']",InStock,https://www.myer.com.au/p/barbour-oxford-3-tailord-shirt-white,"['S', 'M', 'L', 'XL', 'XXL']"
992478790,The Broadcloth Slim Button Down in Blue,Gant,gant-the-broadcloth-slim-button-down-in-blue,"['993641950', '993642040', '993642130', '993642220', '993642310', '993642400']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-black,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
992478970,The Broadcloth Slim Button Down in White,Gant,gant-the-broadcloth-slim-button-down-in-white,"['993643300', '993643390', '993643480', '993643570', '993643660', '993643750']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-black,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
992478880,The Broadcloth Slim Button Down in Black,Gant,gant-the-broadcloth-slim-button-down-in-black,"['993642580', '993642670', '993642760', '993642850', '993642940']",InStock,https://www.myer.com.au/p/gant-the-broadcloth-slim-button-down-in-black,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL']"
796763350,The Oxford Long Sleeve Shirt in White,Gant,gant-the-oxford-long-sleve-shirt,"['796738420', '796738510', '796738600', '796738690', '796738780', '796738870', '796738960', '846074260', '956852020']",InStock,https://www.myer.com.au/p/gant-regular-oxford-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
796763440,The Oxford Long Sleeve Shirt in Blue,Gant,gant-the-oxford-long-sleve-shirt-796763440-1,"['796739050', '796739140', '796739230', '796739320', '796739410', '796739500']",InStock,https://www.myer.com.au/p/gant-regular-oxford-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
848977930,Regular Oxford Broadcloth Long Sleeve Shirt in Blue,Gant,gant-regular-oxford-broadcloth-long-sleve-shirt,"['848967670', '848967760', '848967850', '848967940', '848968030']",InStock,https://www.myer.com.au/p/gant-regular-oxford-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
786481390,The Oxford Long Sleeve Shirt in Light Pink,Gant,gant-the-oxford-long-sleve-shirt-786481390-1,"['786469240', '786469330', '786469420', '786469510', '786469600']",InStock,https://www.myer.com.au/p/gant-regular-oxford-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
931249360,Regular Oxford Long Sleeve Shirt in Banana Yellow,Gant,gant-regular-oxford-long-sleve-shirt-in-banana-yellow,['931234240'],LowStock,https://www.myer.com.au/p/gant-regular-oxford-broadcloth-long-sleve-shirt,"['S', 'M', 'L', 'XL', 'XXL']"
934342570_934336180,Bentleigh Modern Fit Shirt in Light Blue,Cambridge,cambridge-bentleigh-modern-fit-shirt-in-light-blue,"['934336180', '934336270', '934336360', '934336450', '934336540', '934336630', '934336720', '934336810', '934336900', '934336990']",InStock,https://www.myer.com.au/p/cambridge-bentleigh-modern-fit-shirt-in-pink,"['38', '39', '40', '41', '42', '43', '44', '46', '48', '50']"
934342750,Bentleigh Modern Fit Shirt In Pink,Cambridge,cambridge-bentleigh-modern-fit-shirt-in-pink,"['934340680', '934340770', '934340860', '934340950', '934341040', '934341130', '934341400']",InStock,https://www.myer.com.au/p/cambridge-bentleigh-modern-fit-shirt-in-pink,"['38', '39', '40', '41', '42', '43', '44', '46', '48', '50']"
